House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3,Newport Lane,Anthony,Rees,34,Head,Divorced,Male,Multimedia programmer,None,None
3,Newport Lane,Mitchell,Rees,7,Son,NA,Male,Student,None,NA
3,Newport Lane,Kimberley,Rees,5,Daughter,NA,Female,Student,None,NA
3,Newport Lane,Justin,Rees,1,Son,NA,Male,Child,None,NA
4,Newport Lane,Bethan,Barnett,67,Head,Married,Female,"Psychologist, occupational",None,Christian
4,Newport Lane,Bruce,Barnett,71,Husband,Married,Male,Retired Immigration officer,None,Christian
5,Newport Lane,Lydia,Smith,41,Head,Single,Female,Location manager,None,None
5,Newport Lane,Trevor,Martin,41,Partner,Single,Male,Energy manager,None,None
5,Newport Lane,Darren,Smith,10,Son,NA,Male,Student,None,NA
5,Newport Lane,Kieran,Smith,7,Son,NA,Male,Student,None,NA
6,Newport Lane,Richard,Ali,40,Head,Single,Male,Trade union research officer,None,Christian
7,Newport Lane,Jade,Ball,39,Head,Divorced,Female,Unemployed,None,Catholic
7,Newport Lane,Gavin,Ball,18,Son,Single,Male,Student,None,Catholic
7,Newport Lane,Jean,Ball,17,Daughter,NA,Female,Student,None,NA
8,Newport Lane,Reece,Power,72,Head,Married,Male,Retired Outdoor activities/education manager,None,Christian
8,Newport Lane,Paige,Power,70,Wife,Married,Female,Retired Art therapist,None,None
9,Newport Lane,Leon,White,72,Head,Widowed,Male,Retired Marketing executive,None,Methodist
10,Newport Lane,Sophie,Holmes,48,Head,Single,Female,"Producer, television/film/video",None,Catholic
11,Newport Lane,Aimee,Miller,52,Head,Married,Female,Ceramics designer,None,Catholic
11,Newport Lane,Clifford,Miller-Dixon,57,Husband,Married,Male,Management consultant,None,Catholic
11,Newport Lane,Luke,Miller-Dixon,10,Son,NA,Male,Student,None,NA
11,Newport Lane,James,Miller-Dixon,8,Son,NA,Male,Student,None,NA
12,Newport Lane,Geraldine,Scott,33,Head,Married,Female,Chief Operating Officer,None,Muslim
12,Newport Lane,Trevor,Scott,34,Husband,Married,Male,Building services engineer,None,Muslim
12,Newport Lane,Holly,Scott,2,Daughter,NA,Female,Child,None,NA
12,Newport Lane,Nicole,Scott,0,Daughter,NA,Female,Child,None,NA
13,Newport Lane,Shaun,Scott,30,Head,Single,Male,Physiotherapist,None,Christian
13,Newport Lane,Sylvia,Jones,29,Partner,Single,Female,"Designer, textile",None,None
13,Newport Lane,Victoria,Richards,44,Lodger,Single,Female,"Therapist, occupational",None,None
13,Newport Lane,Roy,Walsh,58,Sibling,Divorced,Male,IT technical support officer,None,Christian
13,Newport Lane,Clare,Wright,55,Lodger,Single,Female,Unemployed,None,Christian
14,Newport Lane,Victoria,Simpson,51,Head,Single,Female,Unemployed,None,Christian
14,Newport Lane,Derek,Simpson,17,Son,NA,Male,Student,None,NA
15,Newport Lane,Lesley,Patel,56,Head,Married,Female,Tourism officer,None,Catholic
15,Newport Lane,Vincent,Patel,55,Husband,Married,Male,"Scientist, marine",None,None
15,Newport Lane,Richard,Patel,22,Son,Single,Male,University Student,None,None
15,Newport Lane,George,Patel,8,Son,NA,Male,Student,None,NA
16,Newport Lane,George,Robinson,48,Head,Married,Male,Fast food restaurant manager,None,None
16,Newport Lane,Karen,Robinson,49,Wife,Married,Female,Lawyer,None,None
16,Newport Lane,Lydia,Robinson,30,Daughter,Single,Female,"Designer, jewellery",None,None
16,Newport Lane,Amelia,Robinson,27,Daughter,Single,Female,Corporate treasurer,None,None
16,Newport Lane,Terry,Robinson,26,Son,Single,Male,Patent examiner,None,None
16,Newport Lane,Victoria,Robinson,24,Daughter,Single,Female,Publishing copy,None,None
17,Newport Lane,Pauline,Cooper,44,Head,Single,Female,Database administrator,None,Jewish
17,Newport Lane,Thomas,Lowe,42,Partner,Single,Male,Heritage manager,None,Jewish
17,Newport Lane,Katherine,Cooper,15,Daughter,NA,Female,Student,None,NA
18,Newport Lane,Maureen,Gibson,18,Head,Single,Female,Student,None,NA
18,Newport Lane,Jean,Barber,23,None,Single,Female,"Development worker, community",None,Sikh
19,Newport Lane,Alison,Jones,64,Head,Single,Female,Holiday representative,None,Christian
19,Newport Lane,Gavin,Parsons,68,Partner,Single,Male,Retired Operational researcher,None,Christian
19,Newport Lane,Janet,Jones,34,Daughter,Single,Female,Intelligence analyst,None,None
19,Newport Lane,Robert,Bell,33,Son,Divorced,Male,"Engineer, production",None,None
19,Newport Lane,Katy,Bell,8,Daughter,NA,Female,Student,None,NA
20,Newport Lane,Abbie,James,25,Head,Single,Female,"Surveyor, commercial/residential",None,None
20,Newport Lane,Gerard,Holmes,58,None,Single,Male,Commissioning editor,None,Methodist
21,Newport Lane,Samantha,Lambert,50,Head,Single,Female,Building surveyor,None,None
21,Newport Lane,Thomas,Price,52,Partner,Single,Male,Clinical cytogeneticist,None,None
21,Newport Lane,Derek,Lambert,15,Son,NA,Male,Student,None,NA
21,Newport Lane,Kathleen,Lambert,13,Daughter,NA,Female,Student,None,NA
22,Newport Lane,June,Powell,50,Head,Single,Female,Communications engineer,None,Christian
22,Newport Lane,Francesca,Powell,13,Daughter,NA,Female,Student,None,NA
22,Newport Lane,Billy,Powell,9,Adopted Son,NA,Male,Student,None,NA
22,Newport Lane,Brett,Powell,8,Son,NA,Male,Student,None,NA
23,Newport Lane,Caroline,Jones,37,Head,Married,Female,"Administrator, sports",None,Methodist
23,Newport Lane,Philip,Jones,34,Husband,Married,Male,"Teacher, primary school",None,None
23,Newport Lane,Katy,Jones,5,Daughter,NA,Female,Student,None,NA
23,Newport Lane,Rachel,Jones,4,Daughter,NA,Female,Child,None,NA
24,Newport Lane,Patricia,Lee,69,Head,Widowed,Female,Retired Air traffic controller,None,Christian
24,Newport Lane,Kelly,Lee,23,Daughter,Single,Female,Health and safety inspector,None,None
25,Newport Lane,Melissa,Roberts,40,Head,Married,Female,"Geologist, wellsite",None,Christian
25,Newport Lane,Roy,Roberts,45,Husband,Married,Male,"Designer, jewellery",None,Christian
25,Newport Lane,Bryan,Roberts,20,Son,Single,Male,University Student,None,Christian
25,Newport Lane,Stuart,Roberts,6,Son,NA,Male,Student,None,NA
26,Newport Lane,Max,Morgan,49,Head,Single,Male,Estate manager/land agent,None,Christian
26,Newport Lane,Stephanie,Morgan,22,Daughter,Divorced,Female,University Student,None,Christian
26,Newport Lane,Rachel,Morgan,21,Daughter,Divorced,Female,University Student,None,None
26,Newport Lane,June,Morgan,21,Daughter,Single,Female,University Student,None,Christian
27,Newport Lane,Diana,Kelly,47,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Catholic
27,Newport Lane,Mark,Kelly,49,Husband,Married,Male,"Surveyor, hydrographic",None,Catholic
27,Newport Lane,Kirsty,Kelly,6,Daughter,NA,Female,Student,None,NA
27,Newport Lane,Bruce,Kelly,2,Son,NA,Male,Child,None,NA
28,Newport Lane,Alex,Smith,67,Head,Married,Male,"Lecturer, further education",None,None
28,Newport Lane,Angela,Smith,67,Wife,Married,Female,"Lecturer, further education",None,None
29,Newport Lane,Joyce,Ball,46,Head,Married,Female,Chartered legal executive (England and Wales),None,Methodist
29,Newport Lane,Carl,Ball,48,Husband,Married,Male,"Buyer, retail",None,Methodist
29,Newport Lane,Anne,Ball,10,Daughter,NA,Female,Student,None,NA
29,Newport Lane,Danielle,Ball,7,Daughter,NA,Female,Student,None,NA
30,Newport Lane,Joel,Lloyd,70,Head,Widowed,Male,Unemployed,None,Christian
30,Newport Lane,June,Lloyd,41,Daughter,Single,Female,Heritage manager,None,Christian
30,Newport Lane,Glenn,Lloyd,39,Son,Single,Male,Web designer,None,Christian
30,Newport Lane,Alexandra,Lloyd,37,Daughter,Single,Female,"Engineer, maintenance",None,None
31,Newport Lane,Francesca,Williams,29,Head,Divorced,Female,Private music teacher,None,None
31,Newport Lane,Lucy,Williams,5,Daughter,NA,Female,Student,None,NA
31,Newport Lane,Tina,Williams,5,Daughter,NA,Female,Student,None,NA
31,Newport Lane,Ashley,Williams,1,Son,NA,Male,Child,None,NA
31,Newport Lane,Aimee,Slater,60,Cousin,Divorced,Female,Microbiologist,None,Jewish
32,Newport Lane,Kimberley,Browne,67,Head,Married,Female,Telecommunications researcher,None,Catholic
32,Newport Lane,Callum,Browne,74,Husband,Married,Male,"Retired Teacher, adult education",None,None
33,Newport Lane,Gemma,Parsons,43,Head,Single,Female,"Teacher, adult education",None,None
33,Newport Lane,Diane,Smith-Parsons,16,Daughter,NA,Female,Student,None,NA
33,Newport Lane,Adam,Smith-Parsons,13,Son,NA,Male,Student,None,NA
33,Newport Lane,Hilary,Smith-Parsons,12,Daughter,NA,Female,Student,None,NA
34,Newport Lane,Jay,Bull,60,Head,Married,Male,Environmental education officer,None,Christian
34,Newport Lane,Lynda,Bull,57,Wife,Married,Female,Lobbyist,None,None
34,Newport Lane,Ben,Bull,20,Son,Single,Male,"Therapist, art",None,Christian
34,Newport Lane,Mohammad,Bull,20,Son,Single,Male,University Student,None,Christian
35,Newport Lane,Lynne,Wilson,24,Head,Divorced,Female,"Pilot, airline",None,Christian
35,Newport Lane,Alexandra,Wilson,1,Daughter,NA,Female,Child,None,NA
35,Newport Lane,Duncan,Bryan,38,Lodger,Divorced,Male,Nutritional therapist,None,Methodist
36,Newport Lane,Amanda,Buckley,46,Head,Divorced,Female,Learning mentor,None,Catholic
36,Newport Lane,Aimee,Walters,17,Daughter,NA,Female,Student,None,NA
36,Newport Lane,Billy,Walters,17,Son,NA,Male,Student,None,NA
36,Newport Lane,Katy,Walters,17,Daughter,NA,Female,Student,None,NA
37,Newport Lane,Matthew,Wood,53,Head,Single,Male,Tree surgeon,None,Catholic
37,Newport Lane,Leonard,Kent,59,None,Single,Male,Retail buyer,None,None
37,Newport Lane,Owen,Dickinson,43,None,Single,Male,Tax adviser,None,Catholic
37,Newport Lane,Brenda,Young,23,None,Single,Female,Video editor,None,Catholic
38,Newport Lane,Malcolm,Lloyd,68,Head,Married,Male,Retired Camera operator,None,Catholic
38,Newport Lane,Janice,Lloyd,67,Wife,Married,Female,Commercial horticulturist,None,None
38,Newport Lane,Joel,Smith,18,Grandson,Single,Male,Student,None,None
38,Newport Lane,Derek,Hall,18,Grandson,Single,Male,Student,None,None
39,Newport Lane,Rachael,Parker,81,Head,Divorced,Female,Unemployed,None,Christian
39,Newport Lane,Lynn,Parker,47,Daughter,Single,Female,Database administrator,None,Christian
39,Newport Lane,Lynda,Parker,46,Daughter,Single,Female,Lawyer,None,Christian
1,Miller Squares,Molly,Jordan,54,Head,Divorced,Female,Broadcast presenter,None,Methodist
1,Miller Squares,Georgia,Jordan,16,Daughter,NA,Female,Student,None,NA
2,Miller Squares,Shannon,North,28,Head,Divorced,Female,"Designer, industrial/product",None,None
2,Miller Squares,Billy,Harrison,36,Lodger,Divorced,Male,Ophthalmologist,None,None
2,Miller Squares,Allan,Jackson,31,Visitor,Single,Male,Private music teacher,None,None
2,Miller Squares,Ashleigh,Johnson,54,Lodger,Single,Female,Jewellery designer,None,Christian
2,Miller Squares,Denis,Cooper,44,Lodger,Widowed,Male,Unemployed,None,Methodist
3,Miller Squares,Janet,Matthews,67,Head,Married,Female,Retail manager,None,Catholic
3,Miller Squares,Derek,Matthews,64,Husband,Married,Male,"Programmer, systems",None,Catholic
3,Miller Squares,Hazel,Matthews,6,Granddaughter,NA,Female,Student,None,NA
3,Miller Squares,Lee,George-Matthews,2,Grandson,NA,Male,Child,None,NA
4,Miller Squares,Amanda,Duncan,61,Head,Single,Female,Fast food restaurant manager,None,Christian
4,Miller Squares,Liam,Moore,64,Partner,Single,Male,"Engineer, civil (consulting)",None,Christian
5,Miller Squares,Bethany,Wood,53,Head,Divorced,Female,Emergency planning/management officer,None,None
5,Miller Squares,Bruce,Wood,19,Son,Single,Male,University Student,None,None
5,Miller Squares,Jacob,Wood,15,Son,NA,Male,Student,None,NA
6,Miller Squares,Carolyn,Moore,35,Head,Single,Female,Unemployed,None,Catholic
6,Miller Squares,Christopher,Bennett,50,Visitor,Single,Male,Unemployed,None,None
6,Miller Squares,Amy,Woods,31,Lodger,Single,Female,Materials engineer,None,Methodist
6,Miller Squares,Malcolm,Field,48,Lodger,Single,Male,Insurance claims handler,None,Christian
7,Miller Squares,Marie,Bibi,44,Head,Married,Female,"Lecturer, further education",None,None
7,Miller Squares,Phillip,Bibi,39,Husband,Married,Male,Unemployed,None,None
7,Miller Squares,Barbara,Bibi,17,Daughter,NA,Female,Student,None,NA
7,Miller Squares,Amelia,Bibi,15,Daughter,NA,Female,Student,None,NA
7,Miller Squares,Frances,Bibi,13,Daughter,NA,Female,Student,None,NA
8,Miller Squares,Diana,Williams,50,Head,Married,Female,"Teacher, special educational needs",None,None
8,Miller Squares,Clifford,Williams,52,Husband,Married,Male,Therapeutic radiographer,None,None
9,Miller Squares,Beth,Davies,83,Head,Single,Female,Retired Chemical engineer,None,Catholic
10,Miller Squares,Fiona,Hurst,34,Head,Married,Female,Corporate treasurer,None,Christian
10,Miller Squares,Stanley,Hurst,35,Husband,Married,Male,"Engineer, biomedical",None,Christian
10,Miller Squares,Teresa,Hurst,17,Daughter,NA,Female,Student,None,NA
10,Miller Squares,Andrew,Hurst,14,Son,NA,Male,Student,None,NA
11,Miller Squares,Lesley,Carter,68,Head,Married,Female,"Retired Nurse, mental health",None,Christian
11,Miller Squares,Anthony,Carter,67,Husband,Married,Male,Site engineer,None,Christian
11,Miller Squares,Jacob,Carter,41,Son,Single,Male,Government social research officer,None,Christian
11,Miller Squares,Ashley,Carter,38,Son,Single,Male,Sports administrator,None,None
11,Miller Squares,Naomi,Carter,37,Daughter,Single,Female,Editorial assistant,None,Christian
12,Miller Squares,Marcus,Ford,50,Head,Single,Male,Corporate investment banker,None,None
13,Miller Squares,Denis,Taylor,26,Head,Married,Male,Recycling officer,None,Christian
13,Miller Squares,Leah,Taylor,22,Wife,Married,Female,University Student,None,Christian
14,Miller Squares,Maria,Williams,38,Head,Single,Female,Unemployed,None,Christian
14,Miller Squares,Raymond,Williams,3,Son,NA,Male,Child,None,NA
14,Miller Squares,Dawn,Williams,2,Daughter,NA,Female,Child,None,NA
15,Miller Squares,Harriet,Glover,44,Head,Married,Female,Unemployed,None,Methodist
15,Miller Squares,Jake,Glover,41,Husband,Married,Male,Paramedic,None,None
15,Miller Squares,Kirsty,Glover,9,Daughter,NA,Female,Student,None,NA
15,Miller Squares,Nathan,Glover,5,Son,NA,Male,Student,None,NA
15,Miller Squares,Beverley,Rogers-Glover,3,Daughter,NA,Female,Child,None,NA
15,Miller Squares,Carole,Parkin,25,Lodger,Single,Female,Legal secretary,None,Christian
16,Miller Squares,Jenna,Heath,56,Head,Married,Female,Human resources officer,None,Christian
16,Miller Squares,Thomas,Heath,58,Husband,Married,Male,"Accountant, chartered management",None,None
17,Miller Squares,Stewart,Ward,33,Head,Married,Male,Logistics and distribution manager,None,None
17,Miller Squares,Marion,Ward,29,Wife,Married,Female,Broadcast engineer,None,None
18,Miller Squares,Natasha,Skinner,23,Head,Married,Female,Therapeutic radiographer,None,Sikh
18,Miller Squares,Geoffrey,Skinner,25,Husband,Married,Male,Commercial/residential surveyor,None,Sikh
18,Miller Squares,Charlene,Pearson,58,Lodger,Single,Female,Financial controller,None,Christian
18,Miller Squares,Julie,Jones,20,Lodger,Single,Female,University Student,None,Muslim
19,Miller Squares,Tom,Cook,29,Head,Single,Male,"Psychologist, prison and probation services",None,Christian
19,Miller Squares,Lydia,Wilkinson,57,None,Single,Female,Arts development officer,None,Christian
20,Miller Squares,Craig,Wood,18,Head,Single,Male,Student,None,NA
20,Miller Squares,Marie,Thomas,19,Partner,Single,Female,University Student,None,NA
21,Miller Squares,Jonathan,O'Neill,33,Head,Married,Male,Herbalist,None,None
21,Miller Squares,Dawn,O'Neill,34,Wife,Married,Female,Architect,None,None
22,Miller Squares,Antony,Robinson,42,Head,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
22,Miller Squares,Kim,Dobson,39,Partner,Single,Female,Statistician,None,None
23,Miller Squares,Diane,Little,53,Head,Married,Female,"Teacher, music",None,Christian
23,Miller Squares,Jamie,Little,57,Husband,Married,Male,Medical illustrator,None,None
24,Miller Squares,Sylvia,Harris,62,Head,Married,Female,"Embryologist, clinical",None,Catholic
24,Miller Squares,Henry,Harris,66,Husband,Married,Male,Barista,None,Catholic
24,Miller Squares,Frances,Harris,31,Daughter,Single,Female,Interpreter,None,Catholic
25,Miller Squares,Lauren,Elliott,66,Head,Widowed,Female,Unemployed,None,Christian
25,Miller Squares,Norman,Elliott,44,Son,Single,Male,Oncologist,None,None
26,Miller Squares,Alexander,Martin,83,Head,Widowed,Male,Retired Volunteer coordinator,None,Catholic
1,Windermere Avenue,Lucy,Bennett,56,Head,Single,Female,Art gallery manager,None,Catholic
1,Windermere Avenue,Christopher,Bennett-Smith,56,Partner,Single,Male,"Doctor, general practice",None,Catholic
1,Windermere Avenue,Lisa,Bennett-Smith,19,Daughter,Single,Female,University Student,None,Catholic
1,Windermere Avenue,Gordon,Bennett-Smith,18,Son,Single,Male,Student,None,Catholic
1,Windermere Avenue,Ashley,Bennett-Smith,16,Son,NA,Male,Student,None,NA
2,Windermere Avenue,Kirsty,James,41,Head,Single,Female,"Engineer, agricultural",None,Christian
3,Windermere Avenue,Joanna,Ross,72,Head,Married,Female,Retired Meteorologist,None,None
3,Windermere Avenue,Abdul,Ross,74,Husband,Married,Male,Retired Radio broadcast assistant,None,None
4,Windermere Avenue,Timothy,Jenkins,34,Head,Divorced,Male,Travel agency manager,None,Catholic
4,Windermere Avenue,Christopher,Donnelly,18,None,Single,Male,Student,None,NA
4,Windermere Avenue,Kirsty,Macdonald,47,None,Single,Female,Clinical biochemist,None,Christian
5,Windermere Avenue,Jill,Hyde,71,Head,Married,Female,Retired Broadcast engineer,None,None
5,Windermere Avenue,Matthew,Hyde,73,Husband,Married,Male,Retired Chartered accountant,None,None
6,Windermere Avenue,Anna,Butler,36,Head,Married,Female,Location manager,None,None
6,Windermere Avenue,Ashley,Butler,43,Husband,Married,Male,"Accountant, chartered certified",None,None
6,Windermere Avenue,William,Butler,3,Son,NA,Male,Child,None,NA
6,Windermere Avenue,Rachael,Quinn-Butler,2,Daughter,NA,Female,Child,None,NA
7,Windermere Avenue,Kelly,Knight,46,Head,Married,Female,"Production assistant, television",None,None
7,Windermere Avenue,Derek,Knight,45,Husband,Married,Male,Unemployed,None,None
7,Windermere Avenue,James,Knight,22,Son,Divorced,Male,University Student,Disabled,None
7,Windermere Avenue,Catherine,Knight,20,Daughter,Single,Female,University Student,None,None
7,Windermere Avenue,Charlie,Knight,12,Son,NA,Male,Student,None,NA
8,Windermere Avenue,Margaret,Walker,49,Head,Married,Female,Legal secretary,None,Catholic
8,Windermere Avenue,Justin,Walker,53,Husband,Married,Male,Video editor,None,Catholic
8,Windermere Avenue,Amelia,Walker,16,Daughter,NA,Female,Student,None,NA
8,Windermere Avenue,Adrian,Walker,12,Son,NA,Male,Student,None,NA
9,Windermere Avenue,Mary,Ford,78,Head,Married,Female,Retired Energy engineer,None,Christian
9,Windermere Avenue,Terry,Ford,80,Husband,Married,Male,Retired Information systems manager,None,Christian
10,Windermere Avenue,Christian,Murphy,66,Head,Widowed,Male,Unemployed,None,None
11,Windermere Avenue,Richard,Parry-Clarke,79,Head,Married,Male,Retired Fitness centre manager,None,Christian
11,Windermere Avenue,Jacqueline,Parry-Clarke,77,Wife,Married,Female,"Retired Pilot, airline",None,None
12,Windermere Avenue,Heather,Bates,85,Head,Divorced,Female,Retired Pharmacologist,None,None
13,Windermere Avenue,Joanne,Kelly,65,Head,Married,Female,Chief Technology Officer,None,None
13,Windermere Avenue,Trevor,Kelly,61,Husband,Married,Male,"Loss adjuster, chartered",None,None
13,Windermere Avenue,Trevor,Kelly,38,Son,Single,Male,"Engineer, site",None,None
14,Windermere Avenue,Harriet,Stevens,53,Head,Single,Female,Cartographer,None,None
14,Windermere Avenue,Ricky,Wilson,52,Partner,Single,Male,Civil Service fast streamer,None,None
15,Windermere Avenue,Deborah,West,39,Head,Single,Female,Commercial/residential surveyor,None,None
15,Windermere Avenue,Trevor,Turner,41,Partner,Single,Male,English as a second language teacher,None,None
15,Windermere Avenue,Gail,West,2,Daughter,NA,Female,Child,None,NA
15,Windermere Avenue,Ross,West,1,Son,NA,Male,Child,None,NA
15,Windermere Avenue,Alexandra,Hammond,47,Lodger,Single,Female,Sports development officer,None,Christian
1,Johnston Underpass,Mary,Goddard,39,Head,Married,Female,"Doctor, hospital",None,None
1,Johnston Underpass,Joe,Goddard,47,Husband,Married,Male,Leisure centre manager,None,None
1,Johnston Underpass,Stanley,Goddard,21,Son,Divorced,Male,University Student,None,None
1,Johnston Underpass,Denise,Goddard,1,Daughter,NA,Female,Child,None,NA
2,Johnston Underpass,Pamela,Walker,34,Head,Single,Female,Unemployed,None,None
2,Johnston Underpass,Glenn,Walker,10,Son,NA,Male,Student,None,NA
2,Johnston Underpass,Joyce,Walker,7,Daughter,NA,Female,Student,None,NA
2,Johnston Underpass,Lee,Walker,4,Son,NA,Male,Child,None,NA
2,Johnston Underpass,Lisa,Walker,0,Daughter,NA,Female,Child,None,NA
3,Johnston Underpass,Tracy,Begum,56,Head,Married,Female,Hydrologist,None,None
3,Johnston Underpass,Leslie,Begum,58,Husband,Married,Male,"Accountant, chartered",None,None
3,Johnston Underpass,Andrew,Begum,28,Son,Single,Male,Production manager,None,None
3,Johnston Underpass,Elliot,Begum,24,Son,Single,Male,"Doctor, general practice",None,None
3,Johnston Underpass,Jake,Begum,3,Son,NA,Male,Child,None,NA
4,Johnston Underpass,Bethan,Jones,56,Head,Married,Female,Financial controller,None,Jewish
4,Johnston Underpass,Andrew,Jones,63,Husband,Married,Male,Oncologist,None,Jewish
4,Johnston Underpass,Emily,Jones,16,Daughter,NA,Female,Student,None,NA
4,Johnston Underpass,Hannah,Jones,16,Daughter,NA,Female,Student,None,NA
4,Johnston Underpass,Anne,Jones,16,Daughter,NA,Female,Student,None,NA
4,Johnston Underpass,Elizabeth,Jones,15,Daughter,NA,Female,Student,None,NA
4,Johnston Underpass,Harry,Jones,12,Son,NA,Male,Student,None,NA
4,Johnston Underpass,Kelly,Jones,10,Daughter,NA,Female,Student,None,NA
5,Johnston Underpass,Charlotte,Greenwood,79,Head,Married,Female,Retired Barrister's clerk,None,Christian
5,Johnston Underpass,Reece,Greenwood,81,Husband,Married,Male,Unemployed,None,None
5,Johnston Underpass,Rebecca,Hughes,44,None,Married,Female,Press photographer,None,Catholic
5,Johnston Underpass,Allan,Hughes,47,None,Married,Male,Unemployed,None,None
5,Johnston Underpass,Mohamed,Hughes,16,None,NA,Male,Student,None,NA
5,Johnston Underpass,Sharon,Hughes,14,None,NA,Female,Student,None,NA
5,Johnston Underpass,Mary,Hughes,13,None,NA,Female,Student,None,NA
6,Johnston Underpass,Claire,Edwards,29,Head,Divorced,Female,"Doctor, general practice",None,None
6,Johnston Underpass,Zoe,Edwards,13,Daughter,NA,Female,Student,None,NA
6,Johnston Underpass,Julie,Edwards,10,Daughter,NA,Female,Student,None,NA
6,Johnston Underpass,Jacob,Edwards,9,Son,NA,Male,Student,None,NA
6,Johnston Underpass,Susan,Edwards,8,Daughter,NA,Female,Student,None,NA
7,Johnston Underpass,Emma,Carey,36,Head,Married,Female,Interpreter,None,None
7,Johnston Underpass,Christian,Carey,41,Husband,Married,Male,Chartered accountant,None,None
7,Johnston Underpass,Pauline,Butcher,8,Daughter,NA,Female,Student,None,NA
8,Johnston Underpass,Carly,Holden,73,Head,Married,Female,"Retired Lecturer, further education",None,None
8,Johnston Underpass,Donna,Holden,74,Wife,Married,Female,"Retired Psychologist, forensic",None,None
8,Johnston Underpass,Hayley,Wilson,49,None,Married,Female,Homeopath,None,Christian
8,Johnston Underpass,Stewart,Wilson,50,None,Married,Male,Brewing technologist,None,Christian
8,Johnston Underpass,June,Wilson,15,None,NA,Female,Student,None,NA
9,Johnston Underpass,Ann,Patel,44,Head,Married,Female,Animator,None,None
9,Johnston Underpass,Terry,Patel,45,Husband,Married,Male,"Engineer, manufacturing",None,None
9,Johnston Underpass,Russell,Patel,15,Son,NA,Male,Student,None,NA
9,Johnston Underpass,Darren,Patel,12,Son,NA,Male,Student,None,NA
9,Johnston Underpass,Donna,Patel,10,Daughter,NA,Female,Student,None,NA
9,Johnston Underpass,Ryan,Patel,9,Son,NA,Male,Student,None,NA
9,Johnston Underpass,Joe,Patel,6,Son,NA,Male,Student,None,NA
9,Johnston Underpass,Callum,Skinner-Patel,4,Son,NA,Male,Child,None,NA
9,Johnston Underpass,David,Skinner-Patel,1,Son,NA,Male,Child,None,NA
9,Johnston Underpass,Mathew,Baker,38,Lodger,Divorced,Male,"Engineer, chemical",None,Catholic
9,Johnston Underpass,Robin,Thompson,20,Lodger,Divorced,Male,University Student,None,None
9,Johnston Underpass,Nathan,Cole,57,Lodger,Single,Male,Unemployed,None,None
10,Johnston Underpass,Derek,Norton-Smith,62,Head,Married,Male,Advice worker,None,Christian
10,Johnston Underpass,Gavin,Norton-Smith,59,Husband,Married,Male,Photographer,None,Christian
10,Johnston Underpass,Nigel,Norton-Smith,8,Grandson,NA,Male,Student,None,NA
10,Johnston Underpass,Jennifer,Atkins,8,Granddaughter,NA,Female,Student,None,NA
10,Johnston Underpass,Phillip,Martin,8,Grandson,NA,Male,Student,None,NA
10,Johnston Underpass,Joshua,Russell-Martin,5,Grandson,NA,Male,Student,None,NA
10,Johnston Underpass,Kirsty,Day,22,Sibling,Single,Female,Legal executive,None,None
10,Johnston Underpass,Tom,Cook,43,Sibling,Single,Male,Education administrator,None,Catholic
10,Johnston Underpass,Leslie,Jones,63,Lodger,Divorced,Male,"Conservation officer, historic buildings",None,Christian
10,Johnston Underpass,Judith,Griffin,45,Lodger,Single,Female,"Designer, industrial/product",None,None
11,Johnston Underpass,Paul,Cooper,19,Head,Single,Male,University Student,None,None
11,Johnston Underpass,Adrian,Wilson,55,None,Single,Male,Counselling psychologist,None,Sikh
11,Johnston Underpass,Glenn,Parkin,59,None,Single,Male,"Programmer, multimedia",None,Methodist
11,Johnston Underpass,Nicholas,King,31,None,Single,Male,Art gallery manager,None,Catholic
11,Johnston Underpass,Zoe,Austin,55,None,Single,Female,"Surveyor, commercial/residential",None,Catholic
11,Johnston Underpass,Nicholas,Thomas,27,None,Single,Male,Unemployed,None,Christian
12,Johnston Underpass,Scott,Collier,53,Head,Married,Male,Financial manager,None,None
12,Johnston Underpass,Carolyn,Collier,51,Wife,Married,Female,"Research officer, political party",None,None
12,Johnston Underpass,Colin,Collier,25,Son,Divorced,Male,"Administrator, education",None,None
12,Johnston Underpass,Mohammed,Collier,23,Son,Single,Male,Health and safety inspector,None,None
12,Johnston Underpass,Elliot,Collier,17,Son,NA,Male,Student,None,NA
13,Johnston Underpass,Molly,Brown,18,Head,Single,Female,University Student,None,Christian
13,Johnston Underpass,Bradley,Richardson,21,None,Single,Male,University Student,None,None
13,Johnston Underpass,Ann,Black,18,None,Single,Female,University Student,None,None
13,Johnston Underpass,Derek,Butler,22,None,Single,Male,University Student,None,Christian
13,Johnston Underpass,Jean,Robinson,22,None,Single,Female,University Student,None,Christian
14,Johnston Underpass,Tina,Johnson,43,Head,Married,Female,Multimedia programmer,None,None
14,Johnston Underpass,Jonathan,Johnson,46,Husband,Married,Male,"Engineer, production",None,None
14,Johnston Underpass,Suzanne,Johnson,22,Daughter,Divorced,Female,University Student,None,None
14,Johnston Underpass,Andrea,Edwards,22,Daughter,Single,Female,University Student,None,None
14,Johnston Underpass,Marcus,Edwards,10,Son,NA,Male,Student,None,NA
15,Johnston Underpass,Julie,Hart,41,Head,Married,Female,Theatre stage manager,None,Christian
